id,metodo_pago,monto,fecha_pago,id_socio,id_membresia
2366,efectivo,240.0,2024-02-23 16:24:29,73,3
2367,transferencia,135.0,2025-12-01 08:52:08,247,8
2368,tarjeta,240.0,2024-11-28 22:43:25,169,3
2369,efectivo,40.0,2025-08-31 13:54:46,173,4
2370,tarjeta,67.5,2024-01-29 08:11:44,170,2
2371,tarjeta,25.0,2025-11-07 17:35:32,264,1
2372,efectivo,50.0,2024-10-05 22:30:49,49,7
2373,transferencia,40.0,2025-02-13 03:28:50,276,4
2374,transferencia,384.0,2025-02-06 11:55:48,88,6
2375,efectivo,384.0,2024-04-18 08:59:53,36,6
2376,efectivo,50.0,2024-07-14 12:09:38,270,7
2377,tarjeta,108.0,2025-12-17 10:59:39,88,5
2378,transferencia,108.0,2025-04-09 04:49:44,173,5
2379,tarjeta,480.0,2025-08-31 00:55:30,157,9
2380,transferencia,108.0,2025-08-07 11:28:48,18,5
2381,tarjeta,480.0,2024-07-13 23:25:45,199,9
2382,transferencia,240.0,2025-08-05 00:22:22,124,3
2383,tarjeta,384.0,2024-12-14 04:27:15,117,6
2384,efectivo,50.0,2025-03-15 05:47:06,157,7
2385,tarjeta,67.5,2025-07-08 05:12:33,17,2
2386,efectivo,384.0,2025-09-14 19:51:51,159,6
2387,transferencia,40.0,2025-04-08 08:15:07,276,4
2388,efectivo,67.5,2025-09-12 15:43:11,278,2
2389,transferencia,25.0,2025-12-08 22:04:02,31,1
2390,efectivo,67.5,2025-07-20 17:30:19,237,2
2391,tarjeta,108.0,2025-03-15 03:46:14,261,5
2392,efectivo,108.0,2025-12-16 07:14:41,236,5
2393,transferencia,25.0,2025-04-28 22:24:19,296,1
2394,efectivo,135.0,2025-07-08 06:28:29,35,8
2395,tarjeta,40.0,2025-11-18 07:53:30,223,4
2396,transferencia,50.0,2024-03-02 17:12:28,15,7
2397,transferencia,25.0,2024-01-28 17:51:57,124,1
2398,tarjeta,480.0,2025-07-04 08:20:56,297,9
2399,tarjeta,108.0,2024-01-05 07:36:15,3,5
2400,tarjeta,25.0,2025-01-16 22:53:27,169,1
2401,tarjeta,25.0,2025-03-26 11:20:46,55,1
2402,transferencia,25.0,2025-04-10 22:45:44,120,1
2403,efectivo,108.0,2024-07-23 08:22:04,215,5
2404,transferencia,240.0,2024-06-24 10:42:43,262,3
2405,transferencia,50.0,2024-03-11 06:51:41,274,7
2406,efectivo,50.0,2024-08-05 06:24:50,212,7
2407,transferencia,50.0,2024-01-05 20:22:05,241,7
2408,tarjeta,384.0,2024-03-10 23:38:31,281,6
2409,transferencia,40.0,2025-12-25 18:17:51,277,4
2410,tarjeta,480.0,2025-02-09 05:49:17,155,9
2411,tarjeta,50.0,2025-01-01 14:46:26,3,7
2412,efectivo,50.0,2024-03-02 16:35:27,176,7
2413,transferencia,480.0,2024-05-23 00:01:53,93,9
2414,tarjeta,384.0,2024-05-13 16:47:06,127,6
2415,efectivo,108.0,2024-05-19 05:03:10,290,5
2416,tarjeta,50.0,2024-09-11 22:55:53,96,7
2417,transferencia,50.0,2024-01-26 08:41:26,32,7
2418,transferencia,108.0,2025-12-20 23:36:14,262,5
2419,efectivo,67.5,2025-02-27 06:54:14,2,2
2420,tarjeta,67.5,2025-11-01 16:50:27,149,2
2421,transferencia,40.0,2024-03-13 03:09:43,197,4
2422,efectivo,384.0,2024-09-08 11:09:55,123,6
2423,tarjeta,108.0,2025-08-07 23:00:37,267,5
2424,tarjeta,25.0,2025-07-01 23:31:09,40,1
2425,transferencia,25.0,2024-03-27 12:03:17,161,1
2426,transferencia,135.0,2024-12-03 23:17:10,185,8
2427,transferencia,25.0,2024-10-20 03:09:28,267,1
2428,tarjeta,25.0,2024-05-05 23:12:12,225,1
2429,tarjeta,480.0,2024-01-10 09:14:12,127,9
2430,tarjeta,240.0,2025-12-04 05:08:09,126,3
2431,tarjeta,240.0,2025-02-05 14:41:55,41,3
2432,efectivo,135.0,2024-12-23 12:07:40,18,8
2433,efectivo,40.0,2025-06-02 00:04:10,169,4
2434,tarjeta,50.0,2024-05-12 02:59:03,241,7
2435,tarjeta,50.0,2024-12-31 06:05:00,197,7
2436,tarjeta,108.0,2025-05-04 00:52:52,190,5
2437,efectivo,384.0,2024-10-26 22:52:38,60,6
2438,efectivo,480.0,2024-04-20 03:15:53,219,9
2439,transferencia,108.0,2024-02-06 01:35:09,99,5
2440,efectivo,67.5,2024-04-14 18:07:07,177,2
2441,transferencia,384.0,2024-07-30 01:00:36,15,6
2442,efectivo,480.0,2024-08-15 09:25:01,280,9
2443,transferencia,108.0,2025-10-02 10:03:05,146,5
2444,efectivo,240.0,2025-06-05 01:53:24,110,3
2445,transferencia,25.0,2025-07-26 20:39:30,49,1
2446,efectivo,40.0,2024-10-23 02:00:39,274,4
2447,tarjeta,50.0,2025-10-31 03:22:11,282,7
2448,tarjeta,25.0,2025-02-11 11:25:23,285,1
2449,efectivo,240.0,2025-02-06 01:35:17,108,3
2450,tarjeta,384.0,2024-12-14 08:18:17,169,6
2451,transferencia,480.0,2025-03-30 23:16:52,79,9
2452,transferencia,108.0,2024-01-20 13:23:56,251,5
2453,efectivo,135.0,2025-07-07 12:38:35,169,8
2454,tarjeta,25.0,2025-01-10 16:53:45,250,1
2455,efectivo,135.0,2024-07-08 21:06:26,33,8
2456,transferencia,50.0,2025-06-26 13:38:13,114,7
2457,transferencia,135.0,2024-04-01 04:26:30,188,8
2458,efectivo,25.0,2025-02-03 07:28:40,126,1
2459,efectivo,25.0,2025-04-24 11:43:08,155,1
2460,tarjeta,135.0,2024-10-19 17:39:31,270,8
2461,transferencia,240.0,2025-04-13 09:41:01,80,3
2462,transferencia,67.5,2025-11-27 20:41:10,255,2
2463,efectivo,67.5,2025-10-31 02:36:39,101,2
2464,tarjeta,40.0,2025-06-01 20:03:13,92,4
2465,efectivo,67.5,2024-07-17 13:47:07,282,2
2466,tarjeta,67.5,2024-10-03 07:01:07,141,2
2467,efectivo,135.0,2024-06-10 05:28:42,258,8
2468,efectivo,480.0,2024-10-22 13:02:28,241,9
2469,tarjeta,135.0,2024-02-09 01:04:33,197,8
2470,transferencia,50.0,2024-02-15 04:22:04,9,7
2471,efectivo,240.0,2025-10-26 09:40:58,204,3
2472,efectivo,50.0,2025-10-16 02:55:16,114,7
2473,tarjeta,480.0,2025-07-04 18:09:25,214,9
2474,transferencia,384.0,2025-10-09 10:46:14,143,6
2475,tarjeta,240.0,2025-03-26 03:35:28,94,3
2476,transferencia,108.0,2024-01-25 00:18:29,114,5
2477,efectivo,108.0,2024-01-22 11:31:01,182,5
2478,transferencia,40.0,2025-06-26 17:14:04,128,4
2479,transferencia,108.0,2024-04-24 02:32:48,171,5
2480,efectivo,25.0,2025-06-26 12:04:11,16,1
2481,efectivo,384.0,2024-04-15 22:44:16,256,6
2482,tarjeta,240.0,2024-02-20 23:53:43,51,3
2483,tarjeta,480.0,2025-06-15 16:33:47,163,9
2484,efectivo,108.0,2025-08-17 00:10:41,109,5
2485,transferencia,108.0,2024-06-24 16:25:16,192,5
2486,tarjeta,25.0,2024-08-12 10:52:07,157,1
2487,efectivo,50.0,2024-06-24 23:46:29,97,7
2488,transferencia,67.5,2025-01-14 11:19:46,293,2
2489,transferencia,50.0,2025-11-18 21:05:33,188,7
2490,tarjeta,40.0,2024-09-26 19:12:15,171,4
2491,transferencia,67.5,2024-11-18 22:23:04,270,2
2492,tarjeta,240.0,2025-09-03 13:27:13,69,3
2493,efectivo,67.5,2025-02-07 00:47:08,135,2
2494,efectivo,67.5,2024-06-20 18:32:54,69,2
2495,efectivo,50.0,2024-09-22 09:02:29,96,7
2496,transferencia,25.0,2025-06-09 14:33:30,205,1
2497,transferencia,40.0,2025-11-01 19:33:57,164,4
2498,tarjeta,50.0,2024-04-05 03:11:31,245,7
2499,efectivo,480.0,2024-03-27 14:04:32,271,9
2500,transferencia,40.0,2025-07-24 14:40:04,198,4
2501,efectivo,480.0,2025-08-10 02:18:09,196,9
2502,efectivo,108.0,2025-11-06 12:42:36,137,5
2503,tarjeta,480.0,2024-02-11 12:43:46,264,9
2504,efectivo,135.0,2024-06-16 07:29:00,179,8
2505,transferencia,67.5,2024-12-20 03:45:55,167,2
2506,transferencia,40.0,2024-03-12 13:01:09,269,4
2507,efectivo,135.0,2024-09-22 05:32:54,73,8
2508,efectivo,135.0,2025-10-28 17:28:53,291,8
2509,efectivo,67.5,2024-10-02 09:58:21,293,2
2510,efectivo,40.0,2024-12-17 20:00:59,176,4
2511,efectivo,67.5,2024-11-22 12:21:11,275,2
2512,transferencia,50.0,2025-10-21 15:58:59,123,7
2513,transferencia,25.0,2025-12-20 08:36:52,42,1
2514,transferencia,25.0,2025-09-05 20:10:12,96,1
2515,tarjeta,25.0,2024-11-10 16:43:51,280,1
2516,tarjeta,384.0,2024-12-11 02:24:59,260,6
2517,tarjeta,40.0,2025-06-08 21:30:13,148,4
2518,transferencia,25.0,2025-02-06 09:22:30,138,1
2519,efectivo,108.0,2024-11-11 22:07:05,275,5
2520,efectivo,480.0,2025-08-30 13:32:19,156,9
2521,transferencia,240.0,2025-04-18 09:32:51,95,3
2522,transferencia,40.0,2025-07-29 21:33:38,20,4
2523,tarjeta,40.0,2024-09-10 21:18:24,113,4
2524,transferencia,25.0,2024-01-08 21:50:05,14,1
2525,efectivo,135.0,2024-06-19 01:59:02,209,8
2526,efectivo,67.5,2025-12-29 12:32:07,144,2
2527,efectivo,108.0,2024-06-04 10:07:48,141,5
2528,efectivo,67.5,2025-05-28 01:11:31,189,2
2529,efectivo,25.0,2025-06-06 20:05:59,45,1
2530,transferencia,25.0,2025-09-29 05:44:23,52,1
2531,tarjeta,240.0,2024-12-13 01:05:24,153,3
2532,efectivo,240.0,2025-07-18 20:30:14,77,3
2533,tarjeta,108.0,2024-06-19 08:08:55,175,5
2534,efectivo,108.0,2024-04-12 08:40:07,102,5
2535,efectivo,50.0,2024-03-16 19:31:37,3,7
2536,tarjeta,67.5,2024-11-04 05:05:26,198,2
2537,tarjeta,108.0,2025-11-23 21:27:35,287,5
2538,transferencia,40.0,2024-08-02 20:35:13,82,4
2539,transferencia,25.0,2024-05-06 11:27:25,272,1
2540,efectivo,384.0,2025-01-14 00:28:53,284,6
2541,tarjeta,240.0,2025-05-26 15:37:43,12,3
2542,transferencia,40.0,2024-05-15 03:07:55,243,4
2543,transferencia,25.0,2024-11-15 16:04:22,283,1
2544,transferencia,67.5,2025-10-16 12:17:24,239,2
2545,efectivo,108.0,2024-01-25 01:41:26,21,5
2546,tarjeta,240.0,2025-08-01 11:35:16,26,3
2547,tarjeta,384.0,2025-07-22 04:14:27,189,6
2548,efectivo,135.0,2024-01-05 23:58:10,128,8
2549,transferencia,384.0,2024-11-20 10:32:07,154,6
2550,efectivo,67.5,2024-07-16 02:11:48,67,2
2551,tarjeta,480.0,2025-09-22 18:05:51,55,9
2552,efectivo,240.0,2024-07-08 07:41:51,220,3
2553,transferencia,480.0,2024-01-23 19:16:48,265,9
2554,transferencia,480.0,2024-01-11 20:29:50,207,9
2555,transferencia,108.0,2025-11-03 12:36:53,10,5
2556,transferencia,108.0,2024-10-12 09:31:33,166,5
2557,tarjeta,240.0,2024-03-17 08:20:01,21,3
2558,transferencia,480.0,2024-01-06 04:44:31,163,9
2559,efectivo,135.0,2025-01-15 04:31:54,246,8
2560,transferencia,240.0,2025-03-09 09:55:04,81,3
2561,tarjeta,384.0,2024-04-07 13:10:16,78,6
2562,efectivo,108.0,2025-09-15 22:35:41,220,5
2563,transferencia,135.0,2024-02-05 20:12:10,42,8
2564,transferencia,50.0,2024-02-04 09:27:58,282,7
2565,efectivo,480.0,2025-08-02 17:29:38,140,9
2566,transferencia,135.0,2024-09-14 05:44:56,113,8
2567,transferencia,135.0,2024-01-25 08:45:45,133,8
2568,efectivo,50.0,2024-09-16 10:53:58,32,7
2569,tarjeta,480.0,2024-02-19 12:46:14,104,9
2570,transferencia,50.0,2025-01-29 09:59:30,213,7
2571,efectivo,25.0,2024-06-14 17:56:31,298,1
2572,transferencia,240.0,2025-10-17 14:03:27,55,3
2573,tarjeta,50.0,2024-03-20 23:29:21,127,7
2574,tarjeta,67.5,2024-09-19 17:07:08,196,2
2575,efectivo,108.0,2024-09-19 19:56:01,81,5
2576,transferencia,40.0,2025-10-27 14:49:17,274,4
2577,efectivo,40.0,2025-03-09 18:21:56,257,4
2578,efectivo,25.0,2025-02-14 07:42:28,235,1
2579,efectivo,25.0,2024-10-26 10:36:06,150,1
2580,transferencia,25.0,2024-11-03 20:56:15,135,1
2581,transferencia,384.0,2024-01-10 07:39:57,195,6
2582,transferencia,25.0,2024-12-30 02:03:33,60,1
2583,efectivo,108.0,2025-04-30 01:36:23,133,5
2584,transferencia,480.0,2025-10-07 22:16:39,248,9
2585,tarjeta,135.0,2024-01-20 10:48:14,92,8
2586,efectivo,135.0,2025-03-02 10:10:28,1,8
2587,efectivo,50.0,2024-07-29 01:46:44,208,7
2588,efectivo,50.0,2024-07-24 05:47:12,162,7
2589,transferencia,50.0,2025-01-26 22:45:35,103,7
2590,transferencia,25.0,2025-05-01 13:41:47,27,1
2591,transferencia,50.0,2024-03-17 15:05:06,236,7
2592,efectivo,240.0,2025-06-14 12:13:21,156,3
2593,transferencia,67.5,2024-11-16 22:51:57,210,2
2594,tarjeta,67.5,2025-07-15 18:03:11,124,2
2595,transferencia,480.0,2024-05-25 17:45:09,81,9
2596,tarjeta,67.5,2024-10-07 08:37:21,194,2
2597,transferencia,67.5,2025-07-31 04:50:31,126,2
2598,efectivo,480.0,2025-10-19 20:53:38,215,9
2599,efectivo,135.0,2025-07-26 19:30:17,43,8
2600,tarjeta,108.0,2025-12-07 18:10:35,222,5
2601,efectivo,40.0,2024-05-23 17:31:15,100,4
2602,efectivo,67.5,2024-03-28 05:49:56,298,2
2603,tarjeta,240.0,2025-08-20 21:43:40,111,3
2604,tarjeta,40.0,2025-01-08 14:16:48,294,4
2605,efectivo,67.5,2024-06-23 04:22:33,9,2
2606,efectivo,67.5,2024-03-12 16:15:02,178,2
2607,transferencia,40.0,2025-01-06 08:02:04,70,4
2608,transferencia,40.0,2025-12-03 19:08:07,218,4
2609,efectivo,135.0,2025-11-05 13:08:31,15,8
2610,transferencia,480.0,2024-07-30 17:13:57,17,9
2611,transferencia,384.0,2024-01-23 08:04:12,280,6
2612,transferencia,40.0,2024-02-12 18:25:24,221,4
2613,transferencia,480.0,2024-03-25 12:31:11,1,9
2614,efectivo,40.0,2025-06-02 20:31:09,71,4
2615,transferencia,40.0,2024-11-04 15:12:27,90,4
2616,efectivo,240.0,2025-03-25 03:04:08,134,3
2617,tarjeta,135.0,2024-03-21 00:36:17,20,8
2618,efectivo,108.0,2025-12-27 17:52:10,277,5
2619,efectivo,25.0,2024-09-16 13:17:54,82,1
2620,tarjeta,50.0,2025-06-11 08:13:41,269,7
2621,tarjeta,240.0,2025-05-13 21:06:52,268,3
2622,tarjeta,25.0,2024-12-28 22:51:44,262,1
2623,transferencia,135.0,2024-01-17 20:14:27,221,8
2624,transferencia,25.0,2025-12-21 21:28:38,92,1
2625,transferencia,240.0,2025-12-17 13:44:04,197,3
2626,efectivo,67.5,2024-05-16 05:52:28,244,2
2627,tarjeta,108.0,2025-12-30 06:01:53,137,5
2628,efectivo,108.0,2024-11-21 13:56:21,29,5
2629,transferencia,40.0,2025-10-06 06:54:06,124,4
2630,transferencia,40.0,2024-01-17 03:06:14,97,4
2631,tarjeta,67.5,2025-08-22 19:46:35,33,2
2632,transferencia,67.5,2024-07-25 20:01:10,225,2
2633,tarjeta,384.0,2025-10-23 07:08:15,206,6
2634,tarjeta,240.0,2025-05-14 01:48:12,46,3
2635,transferencia,50.0,2024-01-18 01:09:09,200,7
2636,transferencia,108.0,2024-03-09 18:33:29,222,5
2637,efectivo,480.0,2024-03-16 22:14:33,256,9
2638,efectivo,40.0,2025-11-26 19:26:37,252,4
2639,efectivo,50.0,2025-01-04 03:30:50,6,7
2640,tarjeta,135.0,2024-11-08 01:16:17,154,8
2641,transferencia,40.0,2024-05-31 23:27:00,120,4
2642,efectivo,50.0,2024-08-02 22:35:37,47,7
2643,efectivo,384.0,2024-08-07 05:19:55,16,6
2644,tarjeta,480.0,2025-03-21 14:41:55,52,9
2645,tarjeta,240.0,2024-03-06 16:01:44,279,3
2646,transferencia,384.0,2024-07-29 05:35:27,294,6
2647,transferencia,40.0,2025-09-14 05:20:23,35,4
2648,tarjeta,67.5,2024-03-12 02:47:15,172,2
2649,efectivo,25.0,2025-05-08 04:25:19,224,1
2650,transferencia,25.0,2025-11-24 17:52:21,136,1
2651,tarjeta,67.5,2024-07-17 20:20:25,57,2
2652,tarjeta,40.0,2024-03-12 21:07:19,142,4
2653,tarjeta,25.0,2025-07-07 10:40:13,73,1
2654,transferencia,40.0,2025-02-16 03:21:39,293,4
2655,transferencia,25.0,2025-09-23 00:14:30,16,1
2656,transferencia,480.0,2024-05-24 00:08:18,121,9
2657,transferencia,67.5,2025-10-26 10:55:20,294,2
2658,efectivo,67.5,2025-10-20 01:23:21,131,2
2659,tarjeta,40.0,2024-12-01 06:32:55,90,4
2660,tarjeta,135.0,2024-10-08 09:42:10,100,8
2661,efectivo,50.0,2024-01-11 19:09:43,186,7
2662,tarjeta,135.0,2025-07-24 21:35:40,277,8
2663,efectivo,384.0,2025-04-30 23:28:48,125,6
2664,tarjeta,240.0,2024-04-09 19:21:19,184,3
2665,tarjeta,480.0,2024-01-17 22:14:08,149,9
2666,tarjeta,135.0,2024-12-30 21:09:50,48,8
2667,efectivo,480.0,2025-11-19 11:55:45,230,9
2668,tarjeta,240.0,2025-12-12 19:13:30,139,3
2669,tarjeta,40.0,2025-05-11 21:38:32,270,4
2670,tarjeta,50.0,2025-10-31 20:39:39,101,7
2671,efectivo,240.0,2024-10-23 19:42:48,36,3
2672,tarjeta,67.5,2024-10-16 00:11:51,152,2
2673,transferencia,480.0,2025-06-11 04:46:43,65,9
2674,efectivo,135.0,2025-06-11 04:32:41,105,8
2675,efectivo,384.0,2025-08-30 19:13:13,128,6
2676,tarjeta,67.5,2024-04-01 22:18:21,136,2
2677,efectivo,135.0,2025-11-02 21:39:55,204,8
2678,efectivo,480.0,2024-01-16 12:41:12,21,9
2679,transferencia,240.0,2025-07-01 15:06:06,45,3
2680,efectivo,108.0,2024-04-07 02:35:41,12,5
2681,efectivo,480.0,2024-10-03 06:59:57,85,9
2682,transferencia,384.0,2025-01-24 21:14:04,293,6
2683,transferencia,25.0,2024-10-05 16:10:20,118,1
2684,efectivo,135.0,2024-01-20 03:26:48,167,8
2685,efectivo,67.5,2024-08-16 22:31:21,93,2
2686,efectivo,67.5,2025-06-13 02:46:55,20,2
2687,transferencia,384.0,2025-05-11 19:24:25,46,6
2688,transferencia,384.0,2025-01-26 02:03:01,74,6
2689,transferencia,50.0,2025-06-30 22:58:04,162,7
2690,transferencia,67.5,2025-12-08 09:09:26,255,2
2691,tarjeta,384.0,2025-04-08 23:57:31,174,6
2692,transferencia,40.0,2025-07-21 12:49:36,30,4
2693,transferencia,240.0,2024-04-08 14:06:15,144,3
2694,transferencia,240.0,2025-07-19 23:07:21,184,3
2695,tarjeta,384.0,2025-05-01 10:03:19,251,6
2696,transferencia,108.0,2025-09-01 15:33:16,153,5
2697,tarjeta,25.0,2024-06-30 02:50:52,37,1
2698,tarjeta,67.5,2024-02-21 22:31:13,77,2
2699,transferencia,240.0,2025-03-23 09:09:14,182,3
2700,tarjeta,25.0,2025-08-02 00:17:40,263,1
2701,transferencia,40.0,2025-01-09 13:24:13,182,4
2702,transferencia,67.5,2025-11-08 03:36:03,18,2
2703,tarjeta,40.0,2025-08-18 00:00:26,25,4
2704,efectivo,67.5,2025-05-05 22:59:46,167,2
2705,transferencia,384.0,2024-08-12 10:05:38,54,6
2706,tarjeta,50.0,2024-04-09 15:41:03,130,7
2707,efectivo,40.0,2024-01-16 11:01:50,163,4
2708,tarjeta,40.0,2025-10-09 12:35:13,109,4
2709,tarjeta,40.0,2024-10-23 10:54:16,19,4
2710,efectivo,384.0,2024-09-02 10:42:13,99,6
2711,transferencia,480.0,2025-04-19 11:14:52,85,9
2712,tarjeta,135.0,2024-09-22 12:32:53,148,8
2713,transferencia,67.5,2025-07-08 23:09:42,191,2
2714,transferencia,67.5,2024-06-14 12:56:45,147,2
2715,tarjeta,50.0,2024-01-13 06:33:12,166,7
2716,tarjeta,384.0,2024-01-12 10:16:41,51,6
2717,efectivo,384.0,2025-12-21 23:38:17,141,6
2718,efectivo,480.0,2024-02-05 08:42:02,261,9
2719,efectivo,384.0,2024-03-05 17:44:52,4,6
2720,tarjeta,384.0,2025-03-12 23:42:54,34,6
2721,transferencia,384.0,2024-08-07 08:21:40,53,6
2722,tarjeta,50.0,2025-03-11 07:29:32,274,7
2723,transferencia,108.0,2024-02-28 01:19:54,72,5
2724,efectivo,40.0,2025-06-08 15:46:22,125,4
2725,tarjeta,40.0,2025-07-25 10:37:14,289,4
2726,tarjeta,25.0,2025-07-18 22:58:22,197,1
2727,efectivo,108.0,2025-07-07 02:09:31,66,5
2728,efectivo,67.5,2024-06-24 06:34:28,242,2
2729,efectivo,50.0,2024-08-16 08:18:33,17,7
2730,transferencia,240.0,2024-05-27 07:48:01,280,3
2731,efectivo,108.0,2024-03-14 18:27:31,190,5
2732,tarjeta,108.0,2024-05-11 22:31:33,270,5
2733,tarjeta,67.5,2025-06-16 00:01:13,202,2
2734,transferencia,67.5,2025-02-02 10:40:51,86,2
2735,tarjeta,40.0,2024-02-09 11:50:27,18,4
2736,transferencia,240.0,2025-03-02 17:06:24,118,3
2737,tarjeta,108.0,2024-10-23 09:34:54,238,5
2738,transferencia,240.0,2024-08-14 22:48:54,165,3
2739,tarjeta,384.0,2025-05-21 09:47:54,6,6
2740,transferencia,40.0,2025-12-01 13:12:03,139,4
2741,tarjeta,50.0,2025-09-27 15:36:00,300,7
2742,transferencia,50.0,2024-03-11 04:39:44,157,7
2743,efectivo,50.0,2024-01-14 21:34:43,105,7
2744,efectivo,67.5,2024-03-30 16:51:24,272,2
2745,efectivo,135.0,2025-08-09 14:17:03,214,8
2746,tarjeta,67.5,2025-06-30 05:48:56,189,2
2747,tarjeta,384.0,2024-10-09 11:03:51,269,6
2748,tarjeta,40.0,2025-09-15 06:30:19,110,4
2749,efectivo,67.5,2024-05-15 08:59:14,289,2
2750,transferencia,135.0,2025-12-24 22:08:58,83,8
2751,efectivo,40.0,2024-07-29 17:52:12,242,4
2752,transferencia,67.5,2024-08-13 22:20:25,210,2
2753,tarjeta,50.0,2025-05-03 20:57:23,185,7
2754,efectivo,25.0,2025-10-09 04:42:48,185,1
2755,tarjeta,50.0,2025-09-22 01:38:53,116,7
2756,efectivo,384.0,2024-06-10 14:24:44,282,6
2757,efectivo,50.0,2025-08-15 14:53:28,15,7
2758,tarjeta,384.0,2025-07-31 09:01:14,66,6
2759,transferencia,480.0,2024-08-12 07:45:24,59,9
2760,efectivo,384.0,2025-10-28 06:42:19,245,6
2761,tarjeta,40.0,2024-06-04 10:23:05,256,4
2762,efectivo,67.5,2024-10-23 03:17:39,292,2
2763,transferencia,384.0,2025-05-23 22:07:48,249,6
2764,efectivo,108.0,2025-09-01 03:40:12,44,5
2765,tarjeta,108.0,2024-10-15 19:22:42,275,5
2766,tarjeta,67.5,2024-09-29 00:15:06,180,2
2767,transferencia,40.0,2025-02-08 07:59:40,289,4
2768,tarjeta,50.0,2025-07-27 16:45:29,125,7
2769,efectivo,480.0,2025-02-12 02:10:38,83,9
2770,tarjeta,384.0,2025-07-18 03:48:25,179,6
2771,efectivo,240.0,2024-06-08 06:04:55,250,3
2772,transferencia,67.5,2024-05-06 22:27:42,81,2
2773,efectivo,50.0,2024-10-15 18:32:46,38,7
2774,efectivo,40.0,2024-08-29 11:52:42,216,4
2775,tarjeta,50.0,2025-05-25 13:46:41,269,7
2776,tarjeta,40.0,2024-10-11 12:57:26,290,4
2777,transferencia,384.0,2024-07-23 08:18:47,228,6
2778,transferencia,67.5,2025-01-21 03:46:05,24,2
2779,tarjeta,480.0,2024-02-10 22:52:37,93,9
2780,transferencia,384.0,2025-11-09 19:34:43,266,6
2781,transferencia,40.0,2025-10-11 13:59:03,259,4
2782,efectivo,135.0,2025-07-11 06:51:20,119,8
2783,efectivo,67.5,2024-10-27 01:14:08,127,2
2784,efectivo,40.0,2024-04-06 15:49:35,276,4
2785,efectivo,240.0,2025-07-17 18:36:59,3,3
2786,transferencia,384.0,2024-01-21 08:20:30,41,6
2787,transferencia,40.0,2025-01-02 14:25:31,141,4
2788,efectivo,135.0,2025-03-04 19:37:09,78,8
2789,transferencia,135.0,2024-02-10 11:39:40,109,8
2790,efectivo,40.0,2025-07-23 19:30:39,257,4
2791,tarjeta,135.0,2025-03-09 15:44:37,75,8
2792,tarjeta,135.0,2025-09-06 21:04:00,76,8
2793,tarjeta,384.0,2025-03-31 13:36:51,237,6
2794,transferencia,50.0,2024-12-30 15:52:08,77,7
2795,transferencia,25.0,2025-02-09 14:32:04,238,1
2796,tarjeta,50.0,2025-12-11 00:00:14,52,7
2797,transferencia,40.0,2024-03-07 09:01:59,163,4
2798,efectivo,480.0,2025-03-03 04:52:07,75,9
2799,efectivo,108.0,2025-11-21 09:52:37,25,5
2800,tarjeta,240.0,2025-10-25 04:13:34,142,3
2801,tarjeta,40.0,2024-04-07 23:09:13,262,4
2802,tarjeta,108.0,2025-02-14 16:16:37,264,5
2803,tarjeta,384.0,2024-07-02 19:22:35,283,6
2804,transferencia,135.0,2025-08-28 00:45:28,136,8
2805,efectivo,384.0,2025-07-11 04:20:30,171,6
2806,tarjeta,67.5,2025-12-17 07:20:22,108,2
2807,tarjeta,480.0,2024-11-15 03:29:27,124,9
2808,tarjeta,480.0,2025-10-31 06:04:47,171,9
2809,tarjeta,67.5,2024-01-16 08:05:54,36,2
2810,efectivo,135.0,2025-12-26 11:18:29,289,8
2811,transferencia,50.0,2024-06-23 11:06:44,72,7
2812,transferencia,480.0,2024-11-07 12:52:26,208,9
2813,efectivo,25.0,2024-04-09 19:47:00,19,1
2814,tarjeta,240.0,2024-04-05 12:23:05,278,3
2815,efectivo,67.5,2024-02-24 22:39:14,249,2
2816,transferencia,135.0,2024-10-16 17:33:12,67,8
2817,transferencia,480.0,2025-01-04 22:07:27,103,9
2818,transferencia,135.0,2025-02-20 20:35:13,107,8
2819,tarjeta,480.0,2024-04-02 18:46:15,202,9
2820,transferencia,67.5,2024-04-20 07:53:53,188,2
2821,transferencia,384.0,2025-03-30 01:12:03,5,6
2822,efectivo,108.0,2025-05-07 18:01:37,107,5
2823,transferencia,25.0,2024-05-10 13:27:36,192,1
2824,transferencia,40.0,2025-12-29 08:18:26,263,4
2825,transferencia,25.0,2025-09-22 06:26:06,124,1
2826,transferencia,384.0,2025-11-11 22:01:27,219,6
2827,transferencia,480.0,2025-12-20 12:26:50,212,9
2828,efectivo,480.0,2024-08-03 13:38:25,129,9
2829,transferencia,40.0,2024-08-04 19:54:29,47,4
2830,efectivo,50.0,2024-07-15 18:45:04,212,7
2831,efectivo,480.0,2025-01-10 15:24:24,288,9
2832,efectivo,480.0,2024-09-06 23:39:16,248,9
2833,transferencia,40.0,2024-11-01 05:27:05,43,4
2834,tarjeta,240.0,2024-12-17 12:06:41,16,3
2835,transferencia,108.0,2024-08-14 14:37:41,44,5
2836,tarjeta,480.0,2025-12-18 08:10:57,133,9
2837,efectivo,67.5,2025-05-07 03:57:08,163,2
2838,transferencia,108.0,2025-09-26 05:06:22,289,5
2839,efectivo,108.0,2024-07-20 11:34:41,193,5
2840,transferencia,50.0,2024-02-19 23:22:54,192,7
2841,transferencia,240.0,2024-08-19 10:20:10,204,3
